gene_id	obs_max_nt_homopolymer	mean_expected_max_nt_homopolymer	SI	total_risky	mean_codon_entropy	gene_length
NCU09294	1	1.956	0.511247	0	1.45915	615
NCU05294	2	1.97	1.01523	0	0	125
NCU01568	2	2	1	0	0	335
NCU09253	2	6.09	0.328407	0	1.37878	137
NCU02686	2	1.988	1.00604	0	0.620847	532
NCU05213	2	1.981	1.00959	0	1.19208	910
NCU01214	2	1.94	1.03093	0	1.9183	677
NCU01297	2	1.996	1.002	0	0.591673	485
NCU02689	5	5.168	0.967492	0	0.921928	249
NCU09216	2	1.993	1.00351	0	0.689392	205
NCU05217	2	3.222	0.620732	0	1.06703	406
NCU01259	2	1.998	1.001	0	1.22439	321
NCU02021	2	2	1	0	0	188
NCU05219	2	5.63733	0.354778	0	0	1272
NCU02022	1	1	1	0	0.918296	633
NCU02065	1	1.96	0.510204	0	0	949
NCU02024	2	1.996	1.002	0	0.954434	516
NCU02066	2	2	1	0	0.650022	790
NCU02067	2	1.994	1.00301	0	0.514521	675
NCU02026	2	2	1	0	0.77935	678
NCU02029	2	1.998	1.001	0	0	283
NCU06874	2	4.18533	0.477859	0	0.503323	892
NCU03993	2	2	1	0	1.24067	377
NCU03952	2	2	1	0	0.936667	792
NCU03994	1	1.994	0.501505	0	0	630
NCU06521	5	5.732	0.872296	0	0.591673	25
NCU03914	2	1.96	1.02041	0	0.918296	903
NCU03600	2	1.956	1.02249	0	0	280
NCU06838	2	2	1	0	0.503258	648
NCU03998	2	4.34	0.460829	0	1.45915	568
NCU06565	2	6.439	0.310607	0	1	825
NCU06250	2	1.998	1.001	0	1.37878	751
NCU03918	2	1.994	1.00301	0	0.503258	313
NCU03685	5	3.8085	1.31285	0	1.9183	2014
NCU03330	2	2	1	0	1	1137
NCU06569	2	2	1	0	0.841251	805
NCU06254	2	3.1188	0.641272	0	0.434884	371
NCU06255	2	2	1	0	0	83
NCU06257	5	4.338	1.1526	0	0.650022	905
NCU03336	1	1	1	0	0	1083
NCU10733	2	2	1	0	0.985228	1310
NCU03063	2	1.991	1.00452	0	0.650022	702
NCU03022	2	1.99467	1.00267	0	0.970225	772
NCU03024	5	6.036	0.828363	0	1.55666	857
NCU03029	2	1.984	1.00806	0	0.863121	623
NCU10152	2	1.958	1.02145	0	0.650022	229
NCU04950	2	2	1	0	0	117
NCU07832	6	6.242	0.96123	0	1.38438	2374
NCU00950	2	2	1	0	0.986427	487
NCU08992	1	1.978	0.505561	0	0	91
NCU04952	2	5.49	0.364299	0	1.45915	79
NCU04911	2	1.986	1.00705	0	1.9183	784
NCU08993	2	4.218	0.474158	0	0.650022	2084
NCU08953	2	2	1	0	0.530558	485
NCU07876	2	2	1	0	1	342
NCU04954	2	6.302	0.31736	0	1.29879	424
NCU08955	2	1.994	1.00301	0	1.45915	168
NCU00681	1	1	1	0	0.918296	1182
NCU04641	1	1.952	0.512295	0	0	557
NCU08682	5	5.386	0.928333	0	0.918296	1226
NCU08600	5	3.883	1.28766	0	1.50705	1232
NCU08957	2	1.65	1.21212	0	0.216674	1401
NCU08916	2	2.406	0.831255	0	2.25163	205
NCU07839	2	4.4556	0.448873	0	1.00661	562
NCU00957	2	6.004	0.333111	0	0	41
NCU04643	2	1.96	1.02041	0	0.817625	821
NCU07525	2	1.99333	1.00334	0	0.486077	943
NCU00917	2	1.993	1.00351	0	0.813663	641
NCU07211	2	2	1	0	0.168661	355
NCU00918	2	5.544	0.36075	0	0.650022	491
NCU08919	3	5.67	0.529101	0	0.325011	2011
NCU07294	2	1.96467	1.01798	0	0.550007	387
NCU07568	2	1.994	1.00301	0	1.37878	268
NCU00330	2	1.996	1.002	0	1.14884	492
NCU00919	5	3.76	1.32979	0	0.864787	781
NCU07295	2	6.95	0.28777	0	0.468996	468
NCU08687	2	2	1	0	1.29169	536
NCU04332	2	2	1	0	1.10778	360
NCU04647	2	1.972	1.0142	0	0.650022	379
NCU00688	2	3.124	0.640205	0	0.54476	545
NCU07297	2	3.47533	0.575484	0	1.01079	605
NCU08689	2	4.682	0.427168	0	1.14884	1190
NCU04060	2	1.99	1.00503	0	0.918296	325
NCU04608	1	2	0.5	0	0	142
NCU04649	2	4.386	0.455996	0	0	329
NCU00060	2	1.99867	1.00067	0	0.811278	355
NCU04609	2	4.053	0.493462	0	0.674294	1150
NCU07258	1	1	1	0	0.863121	620
NCU04376	3	4.372	0.686185	0	1.25163	489
NCU07218	2	2	1	0	0.146499	527
NCU08021	2	2	1	0	0.742488	1256
NCU00021	5	5.896	0.848033	0	0.591673	1214
NCU00022	2	1.483	1.34862	0	0.954686	969
NCU08378	2	4.327	0.462214	0	0.918296	849
NCU08337	2	3.11467	0.642123	0	0	368
NCU08338	2	5.728	0.349162	0	1.45915	886
NCU08064	2	1.948	1.02669	0	2.25163	1366
NCU04339	2	1.986	1.00705	0	0.811278	349
NCU00065	2	3.188	0.627353	0	0.325011	629
NCU00066	1	1	1	0	0.918296	1010
NCU00027	2	1.996	1.002	0	0	223
NCU16898	1	1	1	0	0	489
NCU08028	1	1.988	0.503018	0	0	228
NCU00069	2	4.834	0.413736	0	0	156
NCU08069	1	1.996	0.501002	0	0	577
NCU16502	6	5.89	1.01868	0	1.55666	244
NCU16859	5	3.323	1.50466	0	0.764396	150
NCU01910	2	1.978	1.01112	0	0.650022	1951
NCU09993	5	3.974	1.25818	0	0.530335	1845
NCU16549	1	1.998	0.500501	0	0	687
NCU05954	1	1.63533	0.611496	0	0.522773	725
NCU01680	2	2	1	0	0.918296	920
NCU05996	2	1.998	1.001	0	0.881291	846
NCU09681	2	1.992	1.00402	0	1	589
NCU01996	2	4.35	0.45977	0	0.650022	700
NCU09641	2	1.998	1.001	0	0.439497	662
NCU05683	2	1.982	1.00908	0	0.650022	640
NCU05602	5	5.306	0.942329	0	0.650022	607
NCU01643	3	4.896	0.612745	0	1.35539	1072
NCU01999	2	1.988	1.00604	0	0	585
NCU02761	2	1.93	1.03627	0	1.45915	117
NCU05603	2	2.73267	0.731886	0	0.522773	1066
NCU09685	2	1.988	1.00604	0	1.22439	150
NCU05685	2	1.986	1.00705	0	0.75	401
NCU09686	2	1.972	1.0142	0	0.918296	661
NCU05605	2	1.998	1.001	0	0	399
NCU02490	5	6.192	0.807494	0	2	461
NCU09647	27	6.266	4.30897	1	0	440
NCU01647	2	1.956	1.02249	0	1.45915	298
NCU02410	2	4.667	0.428541	0	0.591673	356
NCU02492	2	1.978	1.01112	0	0.918296	268
NCU01060	2	1.972	1.0142	0	1.6645	135
NCU05375	2	2	1	0	1.45915	1707
NCU09608	2	2	1	0	0.650022	381
NCU05061	2	1.988	1.00604	0	1.22439	385
NCU05609	2	3.343	0.598265	0	0.493214	355
NCU01061	2	1.97	1.01523	0	0.650022	282
NCU09335	2	1.984	1.00806	0	0	798
NCU09336	2	2.434	0.821693	0	1.84237	470
NCU09063	2	2	1	0	0.811278	1650
NCU09022	2	2	1	0	0.543564	546
NCU02729	5	6.028	0.829463	0	0.543564	538
NCU05064	2	1.998	1.001	0	0.543564	785
NCU02182	2	2	1	0	1	626
NCU05027	2	2	1	0	0.811278	455
NCU01068	2	5.75	0.347826	0	1.25163	327
NCU01027	2	4.378	0.45683	0	0	263
NCU02146	2	1.956	1.02249	0	0.650022	603
NCU17270	2	1.998	1.001	0	0.865857	286
NCU06680	1	1	1	0	0	1030
NCU17277	1	1.978	0.505561	0	0	73
NCU06681	2	1.998	1.001	0	0.543564	676
NCU06957	2	2	1	0	0.918296	816
NCU17239	6	3.964	1.51362	0	1.16999	1748
NCU06958	2	1.988	1.00604	0	0.503258	236
NCU03762	5	7.548	0.662427	0	1.33468	607
NCU06331	2	1.994	1.00301	0	0.985228	448
NCU06332	2	2	1	0	0.650022	488
NCU06689	1	1	1	0	0	250
NCU06333	2	1.99	1.00503	0	0.591673	405
NCU03727	2	1.9875	1.00629	0	0.817625	1105
NCU06376	1	1.984	0.504032	0	0.543564	607
NCU03769	2	1.5	1.33333	0	0.73093	328
NCU06337	2	1.975	1.01266	0	1.4183	697
NCU03496	2	1.972	1.0142	0	0.863121	723
NCU06338	2	1.99333	1.00334	0	0.216674	1923
NCU10852	2	1.976	1.01215	0	0.863121	628
NCU06065	5	5.714	0.875044	0	1.79248	1656
NCU03498	2	1.984	1.00806	0	0	417
NCU03146	2	6.156	0.324886	0	0.863121	583
NCU03187	1	1.986	0.503525	0	0.459148	858
NCU03108	1	1.946	0.513875	0	0	799
NCU10273	2	4.267	0.468713	0	0.650022	365
NCU07951	2	2	1	0	0.439497	332
NCU11352	2	4.738	0.422119	0	0.591673	440
NCU11353	2	1.978	1.01112	0	1.37878	590
NCU10278	1	2	0.5	0	0.543564	18
NCU07997	2	2	1	0	1.35164	341
NCU07998	2	2	1	0	0.985228	442
NCU08760	3	4.588	0.65388	0	1.6645	330
NCU10239	2	3.776	0.529661	0	0.251372	595
NCU07685	2	2	1	0	0.99403	815
NCU07918	2	1.968	1.01626	0	0.863121	710
NCU08763	2	6.51	0.30722	0	0.912741	1150
NCU00763	2	1.994	1.00301	0	1	1296
NCU11319	2	1.988	1.00604	0	0.650022	315
NCU00764	2	1.998	1.001	0	0.650022	182
NCU04450	2	2	1	0	0.721928	657
NCU07688	3	3.4545	0.868432	0	0.70282	1169
NCU04725	2	1.958	1.02145	0	0.650022	540
NCU08766	2	1.992	1.00402	0	0	568
NCU08410	2	2	1	0	0	274
NCU04726	2	1.998	1.001	0	0.991076	1067
NCU07060	6	5.625	1.06667	0	1.45915	89
NCU00412	1	1	1	0	0	486
NCU08727	2	1.996	1.002	0	1.45915	120
NCU08180	2	5.584	0.358166	0	0	218
NCU07336	2	1.988	1.00604	0	0.959148	482
NCU08495	2	1.998	1.001	0	0.413817	309
NCU04729	2	1.97	1.01523	0	0.650022	719
NCU07022	2	1.946	1.02775	0	1.9183	437
NCU04455	2	2	1	0	0.56651	701
NCU00181	2	1.998	1.001	0	0.591673	597
NCU07378	2	2	1	0	1	1943
NCU00182	2	1.978	1.01112	0	1	554
NCU08100	2	2.42	0.826446	0	1.9183	153
NCU07065	2	1.984	1.00806	0	0.591673	556
NCU00498	2	1.986	1.00705	0	1.06128	808
NCU08416	2	1.998	1.001	0	0.918296	169
NCU00184	2	2	1	0	0.918296	384
NCU00459	2	1.964	1.01833	0	1.9183	3054
NCU00144	2	1.997	1.0015	0	0.503258	494
NCU08146	2	1.99	1.00503	0	0	329
NCU04187	2	1.992	1.00402	0	0.918296	829
NCU08188	2	2	1	0	0	454
NCU08106	2	6.958	0.287439	0	0	468
NCU16624	5	4.584	1.09075	0	1.44882	497
NCU16350	2	1.988	1.00604	0	0	350
NCU16310	2	1.66533	1.20096	0	0.530558	154
NCU16667	2	4.368	0.457875	0	0.650022	459
NCU05760	2	4.67267	0.428021	0	1.1284	232
NCU16316	2	1.99	1.00503	0	0.675822	119
NCU12084	2	1.982	1.00908	0	0.945234	238
NCU09722	2	5.772	0.3465	0	0	538
NCU12044	2	2	1	0	0.811278	229
NCU16318	9	6.526	1.3791	1	0.650022	189
NCU05764	2	1.998	1.001	0	0.439497	332
NCU01490	2	2	1	0	0	463
NCU09450	2	1.998	1.001	0	0.918296	1188
NCU12087	2	2	1	0	0.944624	612
NCU02883	2	1.996	1.002	0	1.26159	474
NCU09410	2	1.99	1.00503	0	1.5	669
NCU09451	2	1.48	1.35135	0	0.325011	462
NCU09452	2	1.95	1.02564	0	2.25163	268
NCU09768	2	2	1	0	0.503258	173
NCU09728	2	6.708	0.298151	0	0	957
NCU01495	5	4.216	1.18596	0	0.987177	902
NCU01769	2	3.578	0.558971	0	0.325011	487
NCU02846	5	4.472	1.11807	0	1.37878	731
NCU02805	2	1.993	1.00351	0	0.271782	219
NCU09140	2	3.13	0.638978	0	0.596793	631
NCU09497	2	1.98	1.0101	0	1.06128	429
NCU09100	3	2.6475	1.13314	0	0.4231	367
NCU05142	2	1.994	1.00301	0	0.991076	432
NCU05417	2	1.7475	1.14449	0	0.328883	770
NCU02221	2	2	1	0	1	253
NCU02262	1	1.992	0.502008	0	0	261
NCU01459	2	5.376	0.372024	0	0.468996	417
NCU05145	2	1.98067	1.00976	0	0.997025	667
NCU09186	2	1.966	1.01729	0	0.985228	582
NCU09147	1	1.992	0.502008	0	0	97
NCU02225	2	1.985	1.00756	0	0.637856	1631
NCU01189	5	3.793	1.31822	0	1.05458	971
NCU02228	2	1.956	1.02249	0	0.591673	517
NCU03884	2	5.628	0.355366	0	0.413817	297
NCU03802	2	6.964	0.287191	0	0	471
NCU03844	2	2	1	0	0.496162	1884
NCU17008	2	1.996	1.002	0	1.84237	352
NCU06453	5	5.584	0.895415	0	0.650022	1074
NCU06180	2	1.99133	1.00435	0	0	582
NCU03531	2	1.98	1.0101	0	0.918296	282
NCU06141	2	2	1	0	1.15678	511
NCU06497	2	1.988	1.00604	0	0.216674	488
NCU03808	2	2	1	0	0.918296	1258
NCU03809	2	1.996	1.002	0	0.591673	205
NCU06499	2	2.73	0.732601	0	0.716465	1141
NCU06103	2	2	1	0	0	254
NCU06459	2	1.992	1.00402	0	0.543564	798
NCU03536	2	1.994	1.00301	0	1.45915	333
NCU03578	2	5.34	0.374532	0	0.970951	2509
NCU03537	2	2	1	0	1.80776	597
NCU06146	2	1.974	1.01317	0	0	754
NCU03265	1	1.992	0.502008	0	0	444
NCU03226	2	5.028	0.397772	0	1.53049	173
NCU10351	1	2	0.5	0	0	472
NCU10393	5	3.91467	1.27725	0	0.792481	550
NCU10396	1	1	1	0	0	106
NCU10002	1	1	1	0	0.650022	1053
NCU04840	2	1.98	1.0101	0	1.12135	1009
NCU08840	2	2	1	0	1.84237	751
NCU04841	2	2	1	0	1.67674	745
NCU07491	2	4.36	0.458716	0	0.650022	359
NCU04843	1	2	0.5	0	0	323
NCU07410	2	4.468	0.447628	0	1.62284	692
NCU04570	2	1.992	1.00402	0	0.918296	1096
NCU07411	2	2	1	0	0.99403	999
NCU07768	2	1.991	1.00452	0	0	371
NCU07494	2	1.936	1.03306	0	0.650022	317
NCU07453	2	1.998	1.001	0	0	353
NCU07412	5	5.608	0.891583	0	1.45915	680
NCU04531	2	1.998	1.001	0	0.970951	2882
NCU08887	8	3.639	2.19841	0	0.828315	1067
NCU04532	2	2.496	0.801282	0	0.954434	562
NCU04847	2	1.997	1.0015	0	0.754984	393
NCU04806	2	1.966	1.01729	0	0.918296	309
NCU07496	2	1.99933	1.00033	0	0.434206	570
NCU07455	2	1.982	1.00908	0	0	544
NCU04574	1	1.996	0.501002	0	0	526
NCU08807	2	1.98	1.0101	0	1	430
NCU07497	2	1.978	1.01112	0	1.14884	178
NCU07415	2	1.966	1.01729	0	0	482
NCU07498	2	1.996	1.002	0	0.591673	1269
NCU07184	1	2	0.5	0	0	205
NCU00220	5	5.11	0.978474	0	1.44662	253
NCU00576	2	1.986	1.00705	0	0.5	494
NCU07417	2	2	1	0	0.295837	456
NCU00536	2	1.98	1.0101	0	0.650022	525
NCU00579	1	1	1	0	1	1208
NCU04225	2	1.974	1.01317	0	0.591673	225
NCU04268	2	2	1	0	1.06128	277
NCU08268	5	4.792	1.04341	0	0.863121	406
NCU00269	5	6.194	0.807233	0	1.29879	954
NCU04229	1	1	1	0	0.784159	1269
NCU16743	2	6.318	0.316556	0	0	102
NCU16745	2	4.198	0.476417	0	0.650022	306
NCU16473	2	1.5	1.33333	0	0.960964	136
NCU16708	5	4.5535	1.09806	0	0.366678	685
NCU05880	5	6.62	0.755287	0	1.39215	1259
NCU01880	2	3.14933	0.635055	0	0.963687	480
NCU09881	5	5.812	0.860289	0	1.45915	366
NCU01883	5	6.058	0.825355	0	1.84237	525
NCU16439	2	2	1	0	0	111
NCU01844	2	5.048	0.396197	0	1	240
NCU12126	2	1.998	1.001	0	0.413817	435
NCU09846	1	1	1	0	1	1231
NCU01805	2	1.99	1.00503	0	1.36096	461
NCU01846	2	5.65	0.353982	0	0.918296	413
NCU05807	2	1.969	1.01574	0	0.89624	1166
NCU01889	2	1.984	1.00806	0	1	357
NCU02692	2	1.998	1.001	0	0	510
NCU02925	2	2	1	0	1.84237	106
NCU02651	2	1.944	1.02881	0	0.650022	508
NCU05849	2	2	1	0	0	201
NCU05260	2	1.98833	1.00587	0	0.840917	1115
NCU01534	2	1.66667	1.2	0	0.729233	430
NCU09576	2	4.63	0.431965	0	0.967004	845
NCU02653	1	1.95	0.512821	0	0.650022	60
NCU02612	5	2.89667	1.72612	0	1.27078	1197
NCU05577	1	1.982	0.504541	0	0	873
NCU02695	2	1.996	1.002	0	1	27
NCU09262	2	1.986	1.00705	0	0	302
NCU02341	2	4.782	0.418235	0	0	363
NCU09264	2	2	1	0	0	258
NCU02383	2	6.086	0.328623	0	0	575
NCU05265	2	5.53267	0.361489	0	0.767658	978
NCU01539	2	6.716	0.297796	0	0.970951	1138
NCU09225	2	1.99933	1.00033	0	0.197224	360
NCU02385	1	1.976	0.506073	0	0	360
NCU05226	2	1.99	1.00503	0	0.503258	694
NCU02070	2	2	1	0	0	639
NCU02386	2	1.969	1.01574	0	0.89624	730
NCU05227	2	1.972	1.0142	0	0.591673	170
NCU05228	2	1.964	1.01833	0	0.650022	264
NCU05229	2	1.988	1.00604	0	1.45915	277
NCU02032	5	5.736	0.871688	0	1.25163	824
NCU02074	1	1	1	0	0	668
NCU02077	2	4.806	0.416146	0	0	1009
NCU02036	2	1.984	1.00806	0	0.815509	154
NCU02078	5	5.518	0.906125	0	1.45915	713
NCU02037	2	2	1	0	0.811278	387
NCU06841	2	1.874	1.06724	0	0.650022	379
NCU06801	2	2	1	0	0	403
NCU06884	2	1.983	1.00857	0	0.959148	2041
NCU03962	2	2	1	0	0.503258	1542
NCU03921	2	1.998	1.001	0	0.74863	779
NCU03964	5	6.708	0.745379	0	1.89106	1072
NCU06532	2	2	1	0	0.985228	500
NCU06889	2	1.958	1.02145	0	1	532
NCU06575	2	4.676	0.427716	0	0	372
NCU06260	1	1.978	0.505561	0	0	300
NCU03694	2	1.999	1.0005	0	1.3987	447
NCU03928	2	1.969	1.01574	0	1.02541	1188
NCU03654	2	1.998	1.001	0	0.514521	601
NCU06223	2	1.988	1.00604	0	0.650022	433
NCU03342	2	2	1	0	1.06128	761
NCU03658	2	1.984	1.00806	0	1.45915	1059
NCU03384	3	3.854	0.778412	0	0.964553	273
NCU03388	6	7.222	0.830795	0	1.38443	415
NCU03074	2	2	1	0	0	337
NCU10161	2	2	1	0	0	141
NCU07880	2	1.995	1.00251	0	0.530335	492
NCU10436	2	1.99	1.00503	0	0.752063	491
NCU08961	2	1.984	1.00806	0	1.25163	1047
NCU04920	2	1.97	1.01523	0	0.918296	766
NCU08921	2	2	1	0	1.39215	1157
NCU07844	1	1	1	0	0.863121	454
NCU00962	2	1.99433	1.00284	0	0.936539	1226
NCU07886	2	1.98867	1.0057	0	0.576525	197
NCU11245	3	2.895	1.03627	0	1.22761	373
NCU08965	2	1.998	1.001	0	0.70282	695
NCU04650	5	5.614	0.890631	0	1.45915	823
NCU07532	2	2.78467	0.718219	0	0.254735	502
NCU11246	1	1.994	0.501505	0	0	901
NCU08966	2	1.97633	1.01198	0	0.945531	1221
NCU08925	2	2	1	0	0	607
NCU11288	2	2	1	0	0.650022	88
NCU00692	2	1.994	1.00301	0	0.620847	571
NCU00926	1	2	0.5	0	0	688
NCU08968	5	4.408	1.1343	0	0.650022	398
NCU04612	2	1.976	1.01215	0	1.9183	191
NCU07576	2	1.99	1.00503	0	0.985228	452
NCU00968	2	1.99133	1.00435	0	1.53049	500
NCU04613	1	1.992	0.502008	0	0	287
NCU08654	2	1.986	1.00705	0	1.25163	313
NCU00654	1	2	0.5	0	0	274
NCU08929	1	2	0.5	0	0	261
NCU04614	1	1	1	0	0.918296	1108
NCU04340	2	1.952	1.02459	0	1.45915	378
NCU07537	2	2	1	0	1.40564	676
NCU07578	2	1.998	1.001	0	0	447
NCU00696	2	1.99	1.00503	0	0.918296	329
NCU00929	2	1.994	1.00301	0	1.9183	1348
NCU04300	2	2.6625	0.751174	0	0.411704	400
NCU08656	1	2	0.5	0	0.286397	597
